Timestamp,Src_MAC,Dst_MAC,EtherType,Frame_Length,Label
1707517234.054744,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,54,Unknown
1707517234.112075,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,1514,Unknown
1707517234.117705,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517234.140933,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x800,1132,Unknown
1707517234.301121,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x806,42,Unknown
1707517234.306675,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x806,42,Unknown
1707517234.314794,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517234.672801,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x888e,113,Unknown
1707517234.696275,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x888e,135,Unknown
1707517234.698728,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x888e,169,Unknown
1707517234.708057,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x888e,113,Unknown
1707517234.745657,36:cd:80:d9:58:3d,33:33:ff:d9:58:3d,0x86dd,78,Unknown
1707517234.749670,36:cd:80:d9:58:3d,33:33:00:00:00:16,0x86dd,90,Unknown
1707517234.761422,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,336,Unknown
1707517234.773295,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,342,Unknown
1707517234.842569,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x806,42,Unknown
1707517234.842616,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x806,42,Unknown
1707517234.861276,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517234.861376,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517234.876150,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517234.876293,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,89,Unknown
1707517234.880267,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,90,Unknown
1707517234.880486,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,105,Unknown
1707517234.904257,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,76,Unknown
1707517234.907045,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,121,Unknown
1707517234.918456,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517234.923475,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517234.927586,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517234.929814,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517234.933777,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517234.941637,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.941826,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,293,Unknown
1707517234.941975,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.944755,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517234.948678,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517234.948703,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,212,Unknown
1707517234.948895,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517234.950705,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517234.951045,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517234.951395,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.951548,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.954603,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.956237,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,602,Unknown
1707517234.958584,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517234.962058,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1466,Unknown
1707517234.962078,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1466,Unknown
1707517234.962104,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1466,Unknown
1707517234.962113,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,160,Unknown
1707517234.980174,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517234.982170,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,269,Unknown
1707517234.994861,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,160,Unknown
1707517234.997778,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517234.997923,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.001022,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,130,Unknown
1707517235.012584,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.013808,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.013938,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.017784,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517235.020815,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,130,Unknown
1707517235.028446,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.032845,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.213290,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,300,Unknown
1707517235.219570,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.219920,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,855,Unknown
1707517235.220109,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.236859,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,719,Unknown
1707517235.259899,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.268924,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,601,Unknown
1707517235.271002,36:cd:80:d9:58:3d,33:33:00:00:00:16,0x86dd,90,Unknown
1707517235.283545,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,150,Unknown
1707517235.283570,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,100,Unknown
1707517235.293896,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.343458,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,100,Unknown
1707517235.383228,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517235.383414,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,90,Unknown
1707517235.386583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.393711,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517235.396819,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517235.404921,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517235.405028,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517235.507068,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,783,Unknown
1707517235.507245,36:cd:80:d9:58:3d,33:33:00:00:00:16,0x86dd,90,Unknown
1707517235.507361,36:cd:80:d9:58:3d,33:33:00:00:00:02,0x86dd,70,Unknown
1707517235.508724,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.513451,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.513600,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517235.517893,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,54,Unknown
1707517235.529984,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,78,Unknown
1707517235.551784,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,83,Unknown
1707517235.556006,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,123,Unknown
1707517235.559938,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517235.567022,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517235.568925,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.572107,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,611,Unknown
1707517235.579765,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.594161,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,269,Unknown
1707517235.623712,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.627854,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,130,Unknown
1707517235.639581,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.736048,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,671,Unknown
1707517235.744393,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.763864,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1066,Unknown
1707517235.763890,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,214,Unknown
1707517235.763904,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517235.791601,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517235.833649,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.837054,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517235.874993,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,691,Unknown
1707517235.885530,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517235.896830,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,526,Unknown
1707517235.897223,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,174,Unknown
1707517235.897248,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517235.948581,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517235.997230,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.997382,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.997545,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517235.997691,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517236.048618,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,693,Unknown
1707517236.060519,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517236.072106,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,526,Unknown
1707517236.072131,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,338,Unknown
1707517236.072145,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517236.180325,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517236.206162,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517236.206315,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517236.206461,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517236.206607,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517236.306577,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,675,Unknown
1707517236.318562,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517236.327111,36:cd:80:d9:58:3d,33:33:00:00:00:16,0x86dd,90,Unknown
1707517236.339973,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,585,Unknown
1707517236.340995,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517236.347793,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517236.446878,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517236.447055,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517236.448211,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517236.494087,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,713,Unknown
1707517236.504531,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517236.521890,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,686,Unknown
1707517236.523066,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517236.708570,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517236.786432,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,713,Unknown
1707517236.792451,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,78,Unknown
1707517236.840366,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517236.840392,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517236.840582,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517236.840605,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517236.876707,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517236.876945,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517236.877114,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517236.878769,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.011555,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,713,Unknown
1707517237.018641,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,78,Unknown
1707517237.068725,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,713,Unknown
1707517237.145322,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517237.145498,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517237.145518,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517237.145643,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517237.153544,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.155456,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.156541,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.156708,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.165902,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.166153,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.166373,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517237.166550,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,78,Unknown
1707517237.262299,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,689,Unknown
1707517237.269018,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517237.284653,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,526,Unknown
1707517237.284674,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,317,Unknown
1707517237.284965,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,93,Unknown
1707517237.315972,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.316297,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.316467,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.348317,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,97,Unknown
1707517237.453369,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,54,Unknown
1707517237.772084,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,81,Unknown
1707517237.776201,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,138,Unknown
1707517237.784142,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517237.810604,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517237.811951,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.813984,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517237.839717,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517237.840643,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517237.840658,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517237.840667,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,593,Unknown
1707517237.845980,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.846222,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.846388,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517237.862587,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517237.888096,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517237.910218,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,869,Unknown
1707517237.937745,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,281,Unknown
1707517237.977529,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517239.501247,36:cd:80:d9:58:3d,33:33:00:00:00:02,0x86dd,70,Unknown
1707517239.821130,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x806,42,Unknown
1707517239.829201,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x806,42,Unknown
1707517240.085700,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,58,Unknown
1707517240.085800,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,86,Unknown
1707517240.086085,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,118,Unknown
1707517240.087836,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x800,71,Unknown
1707517240.089248,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,74,Unknown
1707517240.095194,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x806,42,Unknown
1707517240.097446,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x806,42,Unknown
1707517240.115824,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,74,Unknown
1707517240.140803,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.144148,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,583,Unknown
1707517240.169913,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,66,Unknown
1707517240.170800,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517240.170815,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,1514,Unknown
1707517240.170824,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,593,Unknown
1707517240.183482,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.253514,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x800,1124,Unknown
1707517240.254191,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.254424,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,66,Unknown
1707517240.257743,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,192,Unknown
1707517240.283168,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,117,Unknown
1707517240.285358,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x800,808,Unknown
1707517240.323018,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x800,816,Unknown
